,Unnamed: 0,ratings,action,categories,dislikes,likes,durations,view_cnts,years,months,days,hours,minutes,weekdays,link,titles,source,query,datetime
87,68,,Searched,[],,,,,2019,9,15,11,50,6,,,search,mentally healthy immigrant effect,2019-09-15 11:50:00
86,67,,Visited,[],,,,,2019,9,15,11,51,6,,,search,The Healthy Immigrant Effect on Mental Health: Determinants and ...,2019-09-15 11:51:00
85,66,,Visited,[],,,,,2019,9,15,11,52,6,,,search,Article Does the healthy immigrant effect apply to mental health?,2019-09-15 11:52:00
84,65,,Searched,[],,,,,2019,9,15,11,53,6,,,search,cultural assimilation and mental health,2019-09-15 11:53:00
83,64,,Searched,[],,,,,2019,9,15,11,53,6,,,search,immigration mental health paradox,2019-09-15 11:53:00
82,63,,Visited,[],,,,,2019,9,15,11,53,6,,,search,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3118458,2019-09-15 11:53:00
81,62,,Visited,[],,,,,2019,9,15,11,54,6,,,search,Immigration and Mental Health - NCBI - NIH,2019-09-15 11:54:00
78,59,,Visited,[],,,,,2019,9,15,12,36,6,,,search,Caso Cerrado - YouTube,2019-09-15 12:36:00
80,61,,Searched,[],,,,,2019,9,15,12,36,6,,,search,caso cerrado,2019-09-15 12:36:00
79,60,,Searched,[],,,,,2019,9,15,12,36,6,,,search,caso cerrado,2019-09-15 12:36:00
0,0,4.6658230000000005,Watched,['Entertainment'],462.0,5068.0,1399.0,482716.0,2019,9,15,12,37,6,https://www.youtube.com/watch?v=AFzu0yJExuU,,youtube,,2019-09-15 12:37:00
77,58,,Searched,[],,,,,2019,9,15,13,30,6,,,search,pianist lorenzo,2019-09-15 13:30:00
76,57,,Searched,[],,,,,2019,9,15,13,31,6,,,search,eastman school of music lorenzo,2019-09-15 13:31:00
75,56,,Visited,[],,,,,2019,9,15,13,31,6,,,search,Lorenzo Medel - Eastman Community Music School,2019-09-15 13:31:00
74,55,,Searched,[],,,,,2019,9,15,13,32,6,,,search,lorenzo medel,2019-09-15 13:32:00
73,54,,Visited,[],,,,,2019,9,15,13,32,6,,,search,Lorenzo Medel - Wikipedia,2019-09-15 13:32:00
72,53,,Searched,[],,,,,2019,9,15,15,17,6,,,search,plural of which in spanish,2019-09-15 15:17:00
71,52,,Searched,[],,,,,2019,9,15,15,17,6,,,search,cuáles,2019-09-15 15:17:00
70,51,,Visited,[],,,,,2019,9,15,15,28,6,,,search,www.naz.edu :: Home,2019-09-15 15:28:00
69,50,,Searched,[],,,,,2019,9,15,15,31,6,,,search,nazareth college,2019-09-15 15:31:00
68,49,,Visited,[],,,,,2019,9,15,15,31,6,,,search,Nazareth College (New York) - Wikipedia,2019-09-15 15:31:00
67,48,,Searched,[],,,,,2019,9,15,15,36,6,,,search,cultural assimilation and mental health,2019-09-15 15:36:00
66,47,,Searched,[],,,,,2019,9,15,15,37,6,,,search,easybib,2019-09-15 15:37:00
65,46,,Visited,[],,,,,2019,9,15,15,37,6,,,search,http://www.easybib.com/,2019-09-15 15:37:00
64,45,,Visited,[],,,,,2019,9,15,15,44,6,,,search,The “healthy immigrant” effect: does it exist... | Domnich | Italian ...,2019-09-15 15:44:00
63,44,,Visited,[],,,,,2019,9,15,15,44,6,,,search,Healthy Immigrant Effect and Aging in the United States and Other ...,2019-09-15 15:44:00
62,43,,Searched,[],,,,,2019,9,15,15,55,6,,,search,immigrant paradox mental health,2019-09-15 15:55:00
61,42,,Visited,[],,,,,2019,9,15,15,55,6,,,search,https://www.lucidatreatment.com/blog/mental-health/mental-health-immigrant-paradox/,2019-09-15 15:55:00
60,41,,Searched,[],,,,,2019,9,15,16,3,6,,,search,immigrant paradox mental health age 10,2019-09-15 16:03:00
59,40,,Visited,[],,,,,2019,9,15,16,4,6,,,search,Immigration and Mental Health - NCBI - NIH,2019-09-15 16:04:00
58,39,,Visited,[],,,,,2019,9,15,16,13,6,,,search,Google Search,2019-09-15 16:13:00
57,38,,Searched,[],,,,,2019,9,15,16,45,6,,,search,spanish to english,2019-09-15 16:45:00
56,37,,Searched,[],,,,,2019,9,16,16,32,0,,,search,how to write on your instagram photos,2019-09-16 16:32:00
55,36,,Visited,[],,,,,2019,9,16,16,32,0,,,search,15 Ways to Add Text to Your Instagram Photos - Follows.com,2019-09-16 16:32:00
54,35,,Searched,[],,,,,2019,9,17,9,42,1,,,search,pounds to grams,2019-09-17 09:42:00
53,34,,Searched,[],,,,,2019,9,17,13,39,1,,,search,spanish-speaking countries and their capitals,2019-09-17 13:39:00
52,33,,Visited,[],,,,,2019,9,17,13,39,1,,,search,Language Learning – Blog » Spanish Speaking Countries,2019-09-17 13:39:00
51,32,,Visited,[],,,,,2019,9,17,13,39,1,,,search,21 Spanish-speaking countries and their capitals - Woodward Spanish,2019-09-17 13:39:00
50,31,,Searched,[],,,,,2019,9,17,15,54,1,,,search,spanish to english,2019-09-17 15:54:00
48,29,,Visited,[],,,,,2019,9,17,18,6,1,,,search,Haber Conjugation | Conjugate Haber in Spanish,2019-09-17 18:06:00
49,30,,Searched,[],,,,,2019,9,17,18,6,1,,,search,present tense haber,2019-09-17 18:06:00
47,28,,Searched,[],,,,,2019,9,17,18,40,1,,,search,cardboard boxes spanish story,2019-09-17 18:40:00
46,27,,Visited,[],,,,,2019,9,17,18,40,1,,,search,Cajas de Carton Summary & Study Guide | SuperSummary,2019-09-17 18:40:00
45,26,,Searched,[],,,,,2019,9,17,18,41,1,,,search,in cardboard boxes why did the kids hide when the bus came,2019-09-17 18:41:00
44,25,,Visited,[],,,,,2019,9,17,18,41,1,,,search,https://achieve.lausd.net/cms/lib/CA01000043/Centricity/domain/243/aaps/Grade6_The%20Circuit_ML.docx,2019-09-17 18:41:00
43,24,,Searched,[],,,,,2019,9,17,18,51,1,,,search,Estaba tan nervioso y asustado en ese momento cuando todos me miraban que deseé estar con Papá y Roberto pizcando algodón,2019-09-17 18:51:00
42,23,,Searched,[],,,,,2019,9,17,20,42,1,,,search,facts about clothing sizes,2019-09-17 20:42:00
41,22,,Visited,[],,,,,2019,9,17,20,42,1,,,search,"The absurdity of women's clothing sizes, in one chart - The ...",2019-09-17 20:42:00
40,21,,Searched,[],,,,,2019,9,17,20,43,1,,,search,facts about clothing sizes eating disorder recovery,2019-09-17 20:43:00
39,20,,Visited,[],,,,,2019,9,17,20,43,1,,,search,Size-less Clothing in Eating Disorder Recovery: Erasing the Stigma ...,2019-09-17 20:43:00
38,19,,Searched,[],,,,,2019,9,17,20,54,1,,,search,function of numbers,2019-09-17 20:54:00
37,18,,Searched,[],,,,,2019,9,17,20,54,1,,,search,why do we have numbers,2019-09-17 20:54:00
36,17,,Searched,[],,,,,2019,9,17,21,3,1,,,search,numbers in every-day life,2019-09-17 21:03:00
35,16,,Visited,[],,,,,2019,9,17,21,3,1,,,search,The Uses of Numbers in Our Daily Life | OurHappySchool,2019-09-17 21:03:00
34,15,,Searched,[],,,,,2019,9,17,21,24,1,,,search,java's rochester NY,2019-09-17 21:24:00
33,14,,Visited,[],,,,,2019,9,17,21,24,1,,,search,JAVA's | Home,2019-09-17 21:24:00
32,13,,Searched,[],,,,,2019,9,18,9,58,2,,,search,chicano meaning,2019-09-18 09:58:00
29,10,,Searched,"[['/Science', 0.7699999809265137]]",,,,,2019,9,19,13,32,3,,,search,compositional chemists,2019-09-19 13:32:00
31,12,,Searched,[],,,,,2019,9,19,13,32,3,,,search,identification chemists,2019-09-19 13:32:00
30,11,,Visited,[],,,,,2019,9,19,13,32,3,,,search,Compositional space: A guide for environmental chemists on the ...,2019-09-19 13:32:00
28,9,,Visited,[],,,,,2019,9,19,13,33,3,,,search,Analytical Chemistry - American Chemical Society,2019-09-19 13:33:00
27,8,,Searched,[],,,,,2019,9,19,13,35,3,,,search,analytical chemists,2019-09-19 13:35:00
26,7,,Visited,"[['/Science', 0.5899999737739563]]",,,,,2019,9,19,13,36,3,,,search,Analytical Chemistry - Stetson University,2019-09-19 13:36:00
25,6,,Searched,"[['/Science/Earth Sciences/Atmospheric Science', 0.8700000047683716], ['/People & Society/Social Issues & Advocacy/Green Living & Environmental Issues', 0.7400000095367432], ['/Science/Ecology & Environment/Climate Change & Global Warming', 0.6200000047683716]]",,,,,2019,9,19,13,51,3,,,search,anthropogenic,2019-09-19 13:51:00
24,5,,Searched,"[['/Science/Chemistry', 0.6000000238418579]]",,,,,2019,9,19,13,53,3,,,search,analytical chemistry application,2019-09-19 13:53:00
23,4,,Visited,"[['/Science/Chemistry', 0.5799999833106995]]",,,,,2019,9,19,13,53,3,,,search,Fundamentals and Applications of Analytical Chemistry in Natural ...,2019-09-19 13:53:00
22,3,,Visited,"[['/Science/Chemistry', 0.5799999833106995]]",,,,,2019,9,19,13,54,3,,,search,Fundamentals and Applications of Analytical Chemistry in Natural ...,2019-09-19 13:54:00
21,2,,Searched,"[['/Science/Chemistry', 0.6200000047683716]]",,,,,2019,9,19,14,7,3,,,search,nmr,2019-09-19 14:07:00
20,1,,Visited,"[['/Internet & Telecom', 0.8500000238418579]]",,,,,2019,10,19,14,17,5,,,search,Google Search,2019-10-19 14:17:00
19,0,,Visited,"[['/Internet & Telecom', 0.8500000238418579]]",,,,,2020,3,23,16,29,0,,,search,Google Search,2020-03-23 16:29:00
